"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date","latitude","longitude","unit_count","Units_used","Pred_Unit_Rent","GPR_Monthly","EGI_Monthly","EGI_Annual","Expense_Size_Band","Expense_Size_Multiplier","Est_Expense_per_Unit_Annual","Annual_Expenses_Total","NOI_Monthly","NOI_Annual","Price_Used","Cap_Rate","Cap_Rate_Pct","Vacancy_Assumed","Benchmark_Base_perUnit_Annual","Benchmark_Notes","Baths","year","month_num","quarter_3m","GRM"
NA,8,"CV20194718MR",469,"INC","S","3844  E 9th ST ","POMONA",NA,"6.00 (0 0 0 0)",3000,"$331.67",995000,950000,"","13,720",1944,16,6,2020-11-12,34.0522531,-117.7213005,NA,6,1599.59,9597.54,9117.663,109411.956,"<50",1.18,10030,60180,4102.663,49231.956,950000,0.0518231115789473,5.18231115789473,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2020,11,4,8.68278051806331
NA,6,"CV20194737MR",1543,"INC","S","527  S Laurel AVE ","ONTARIO",NA,"3.00 (0 0 0 0)",1928,"$337.14",650000,625000,"","6,480",1909,8,3,2020-11-06,34.0586269,-117.652265,NA,3,1631.85,4895.55,4650.7725,55809.27,"<50",1.18,10030,30090,2143.2725,25719.27,625000,0.041150832,4.1150832,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,11.1988563907036
NA,29,"CV20208912MR",469,"INC","S","894   Washington AVE ","POMONA",NA,"2.00 (0 0 0 0)",1327,"$391.86",520000,495000,"$0.00","6,770",1946,56,2,2021-01-04,34.0676098,-117.7313503,NA,2,1689.31,3378.62,3209.689,38516.268,"<50",1.18,10030,20060,1538.02233333333,18456.268,495000,0.0372853898989899,3.72853898989899,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,12.8517124244748
NA,41,"CV20209786MR",1795,"INC","S","1509   Corte Hacienda  ","UPLAND",NA,"3.00 (0 0 0 0)",1522,"$239.82",365000,367000,"$275.00","1,522",1982,7,1,2020-11-07,34.0993182,-117.6792312,NA,1,2153.28,2153.28,2045.616,24547.392,"<50",1.18,10030,10030,1209.78266666667,14517.392,367000,0.0395569264305177,3.95569264305177,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2020,11,4,14.9506717454954
NA,31,"CV20214478MR",469,"INC","S","1191 1193 W 10th ST ","POMONA",NA,"2.00 (0 0 0 0)",1570,"$382.10",599900,614000,"","7,000",1961,3,2,2020-12-10,NA,NA,NA,2,1662.51,3325.02,3158.769,37905.228,"<50",1.18,10030,20060,1487.10233333333,17845.228,614000,0.0290638892508143,2.90638892508143,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,12,4,16.1982932802831
NA,8,"CV20215693MR",1543,"INC","S","403  E Acacia ST ","ONTARIO",NA,"9.00 (0 0 0 0)",5180,"$337.84",1750000,1750000,"","23,850",1950,9,9,2020-12-28,34.0493441,-117.6472408,NA,9,1647.94,14831.46,14089.887,169078.644,"<50",1.18,10030,90270,6567.387,78808.644,1750000,0.0450335108571429,4.50335108571429,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",9,2020,12,4,10.3502131233085
NA,5,"CV20219417MR",1795,"INC","S","969   Springfield ST ","UPLAND",NA,"7.00 (0 0 0 0)",4028,"$270.11",1088000,1030000,"$0.00","7,800",1966,33,4,2021-02-12,34.10878,-117.6649244,NA,4,1809.71,7238.84,6876.898,82522.776,"<50",1.18,10030,40120,3533.56466666667,42402.776,1030000,0.0411677436893204,4.11677436893204,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2021,2,1,12.4814027099622
NA,12,"CV20219664MR",1795,"INC","S","910  W Pine ST ","UPLAND",NA,"477.00 (0 0 0 0)",4028,"$273.09",1100000,1050000,"$0.00","8,820",1967,5,4,2020-12-24,34.1091099,-117.6625804,NA,4,1778.21,7112.84,6757.198,81086.376,"<50",1.18,10030,40120,3413.86466666667,40966.376,1050000,0.0390155961904762,3.90155961904762,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",477,2020,12,4,12.9491543684231
NA,12,"CV20220446MR",1543,"INC","S","324  W Park ST ","ONTARIO",NA,"5.00 (0 0 0 0)",4360,"$309.63",1350000,1400000,"","10,220",1963,14,5,2020-12-14,34.05906,-117.6537835,NA,5,1702.6,8513,8087.35,97048.2,"<50",1.18,10030,50150,3908.18333333333,46898.2,1400000,0.0334987142857143,3.34987142857143,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2020,12,4,14.4258213959661
NA,52,"CV20227809MR",1543,"INC","S","321  E F ST ","ONTARIO",6,"3.00 (3 0 0 0)",2348,"$313.03",735000,707300,"$0.00","8,554",1953,59,NA,2021-02-04,34.0695345,-117.6481142,NA,1,1843.11,1843.11,1750.9545,21011.454,"<50",1.18,10030,10030,915.121166666666,10981.454,707300,0.0155258786936236,1.55258786936236,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,33.6625918415737
NA,53,"CV20228160MR",1543,"INC","S","321  E F ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2348,"$313.03",735000,707300,"$0.00","8,554",1953,59,3,2021-02-04,34.0695345,-117.6481142,NA,3,1722.97,5168.91,4910.4645,58925.574,"<50",1.18,10030,30090,2402.9645,28835.574,707300,0.0407685197228899,4.07685197228899,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,2,1,12.0032772188184
NA,30,"CV20231677MR",1543,"INC","S","323  E Ralston ST ","ONTARIO",NA,"2.00 (0 0 0 0)",2034,"$285.15",580000,595000,"$0.00","6,200",1981,8,2,2021-01-30,34.0526204,-117.6479984,NA,2,1953.09,3906.18,3710.871,44530.452,"<50",1.18,10030,20060,2039.20433333333,24470.452,595000,0.0411268100840336,4.11268100840336,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,13.3616429494136
NA,11,"CV20234015MR",1543,"INC","S","947  E 6th ST ","ONTARIO",NA,"1.00 (0 0 0 0)",1424,"$431.88",615000,585000,"$0.00","22,248",1947,45,1,2021-01-22,34.0853262,-117.6349514,NA,1,1837.31,1837.31,1745.4445,20945.334,"<50",1.18,10030,10030,909.611166666667,10915.334,585000,0.0186586905982906,1.86586905982906,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",1,2021,1,1,27.9298482420954
NA,7,"CV20234219MR",469,"INC","S","11108   Chico AVE ","POMONA",NA,"3.00 (0 0 0 0)",576,"$485.94",279900,225000,"$0.00","6,080",1945,98,3,2021-03-31,NA,NA,NA,3,1707.38,5122.14,4866.033,58392.396,"<50",1.18,10030,30090,2358.533,28302.396,225000,0.125788426666667,12.5788426666667,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,3,1,3.85324143917643
NA,8,"CV20245235MR",469,"INC","S","237   S Hamilton blvd ","POMONA",NA,"2.00 (0 0 0 0)",2130,"$274.65",585000,595000,"","3,778",1913,60,2,2021-04-10,34.0571378,-117.7633283,NA,2,1935.16,3870.32,3676.804,44121.648,"<50",1.18,10030,20060,2005.13733333333,24061.648,595000,0.0404397445378151,4.04397445378151,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,4,2,13.4854436987485
NA,26,"CV20245657MR",1795,"INC","S","1033   Springfield ST ","UPLAND",NA,"7.00 (0 0 0 0)",4028,"$273.09",1100000,1105000,"$0.00","8,060",1965,81,4,2021-05-15,34.1087727,-117.6663602,NA,4,1855,7420,7049,84588,"<50",1.18,10030,40120,3705.66666666667,44468,1105000,0.0402425339366516,4.02425339366516,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2021,5,2,13.0633186740436
NA,38,"CV20250976MR",1543,"INC","S","217  E BELMONT  ","ONTARIO",NA,"4.00 (0 0 0 0)",2070,"$332.85",689000,660000,"$0.00","5,913",2020,9,2,2021-01-25,34.0515456,-117.6490978,NA,2,2130.82,4261.64,4048.558,48582.696,"<50",1.18,10030,20060,2376.89133333333,28522.696,660000,0.0432162060606061,4.32162060606061,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,1,1,13.5850838743078
NA,64,"CV20254469MR",1543,"INC","S","427  E 4th ST ","ONTARIO",NA,"3.00 (0 0 0 0)",2501,"$275.49",689000,728000,"","7,952",1943,14,2,2021-01-15,34.077344,-117.5790958,NA,2,1813.6,3627.2,3445.84,41350.08,"<50",1.18,10030,20060,1774.17333333333,21290.08,728000,0.0292446153846154,2.92446153846154,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,1,1,17.6057700492962
NA,1,"CV20254570MR",469,"INC","S","1388  S Thomas ST ","POMONA",NA,"2.00 (0 0 0 0)",1575,"$346.03",545000,545000,"$0.00","5,571",1963,2,2,2021-01-26,34.046184,-117.750721,NA,2,1810.58,3621.16,3440.102,41281.224,"<50",1.18,10030,20060,1768.43533333333,21221.224,545000,0.0389380256880734,3.89380256880734,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,1,1,13.2021279214008
NA,23,"CV21000664MR",1543,"INC","S","902  E Deodar ST ","ONTARIO",NA,"4.00 (0 0 0 0)",3480,"$285.63",994000,1005000,"$0.00","13,100",1962,29,4,2021-05-11,34.0861746,-117.6355751,NA,4,1774.69,7098.76,6743.822,80925.864,"<50",1.18,10030,40120,3400.48866666667,40805.864,1005000,0.0406028497512438,4.06028497512438,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,5,2,12.4187738051212
NA,70,"CV21014495MR",1795,"INC","S","270  S 1st AVE ","UPLAND",4,"2.00 (2 0 0 0)",2107,"$289.46",609900,610000,"$0.00","7,000",1952,3,NA,2021-02-12,34.0912326,-117.649626,NA,1,1868.56,1868.56,1775.132,21301.584,"<50",1.18,10030,10030,939.298666666667,11271.584,610000,0.018478006557377,1.8478006557377,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,2,1,28.6363680747873
NA,7,"CV21014982MR",1795,"INC","S","425  N 11th AVE ","UPLAND",NA,"3.00 (0 0 0 0)",9425,"$294.96",2780000,2700000,"","14,416",1952,34,13,2021-04-30,34.098934,-117.636899,NA,13,1699.51,22093.63,20988.9485,251867.382,"<50",1.18,10030,130390,10123.1151666667,121477.382,2700000,0.044991622962963,4.4991622962963,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,4,2,10.7199272035948
NA,61,"CV21015805MR",469,"INC","S","329  E KINGSLEY  ","POMONA",NA,"3.00 (0 0 0 0)",2080,"$384.04",798800,750000,"","9,897",1925,24,3,2021-04-05,34.0667696,-117.725337,NA,3,1734.79,5204.37,4944.1515,59329.818,"<50",1.18,10030,30090,2436.6515,29239.818,750000,0.038986424,3.8986424,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,4,2,12.6411983936981
NA,13,"CV21016515MR",469,"INC","S","1578  S Garey AVE ","POMONA",NA,"4.00 (0 0 0 0)",3612,"$232.28",839000,815000,"","10,568",1963,35,4,2021-04-13,34.0428544,-117.7494945,NA,4,1904.73,7618.92,7237.974,86855.688,"<50",1.18,10030,40120,3894.64066666667,46735.688,815000,0.0573444024539877,5.73444024539877,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2021,4,2,9.38338085583986
NA,17,"CV21023274MR",1795,"INC","S","14  W Arrow  ","UPLAND",NA,"3.00 (0 0 0 0)",2201,"$299.41",659000,710000,"$0.00","6,808",1951,4,3,2021-03-29,34.1006531,-117.6714725,NA,3,1752.46,5257.38,4994.511,59934.132,"<50",1.18,10030,30090,2487.011,29844.132,710000,0.0420339887323944,4.20339887323944,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,3,1,11.846338243457
NA,NA,"CV21026190MR",1795,"INC","S","438   silverwood  #4","UPLAND",NA,"8.00 (0 0 0 0)",4000,"$256.25",1025000,965000,"","8,712",1964,57,4,2021-05-21,34.0989385,-117.6730301,NA,4,1835.17,7340.68,6973.646,83683.752,"<50",1.18,10030,40120,3630.31266666667,43563.752,965000,0.0451437844559585,4.51437844559585,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",8,2021,5,2,11.5315097248508
NA,5,"CV21028608MR",469,"INC","S","1025   W 3RD AVE ","POMONA",NA,"3.00 (0 0 0 0)",2261,"$296.28",669900,695000,"","6,468",1916,4,3,2021-03-21,NA,NA,NA,3,1781.04,5343.12,5075.964,60911.568,"<50",1.18,10030,30090,2568.464,30821.568,695000,0.0443475798561151,4.43475798561151,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,3,1,11.4099837324825
NA,7,"CV21040696MR",1543,"INC","S","616   HOLT BLVD ","ONTARIO",NA,"2.00 (0 0 0 0)",1454,"$343.19",499000,425000,"","5,053",1916,21,2,2021-05-11,34.0633025,-117.6428813,NA,2,1749.25,3498.5,3323.575,39882.9,"<50",1.18,10030,20060,1651.90833333333,19822.9,425000,0.0466421176470588,4.66421176470588,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,5,2,10.6561960138305
NA,1,"CV21062406MR",1543,"INC","S","400  W Nevada ST ","ONTARIO",NA,"3.00 (0 0 0 0)",1881,"$318.93",599900,605000,"","6,750",1953,0,3,2021-03-25,34.056903,-117.654866,NA,3,1736.58,5209.74,4949.253,59391.036,"<50",1.18,10030,30090,2441.753,29301.036,605000,0.0484314644628099,4.84314644628099,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,3,1,10.1867224542101
NA,30,"CV21064324MR",1543,"INC","S","918  S Palm AVE ","ONTARIO",NA,"3.00 (0 0 0 0)",2250,"$319.96",719900,725000,"","9,072",1953,8,3,2021-04-30,34.054397,-117.653622,NA,3,1733.63,5200.89,4940.8455,59290.146,"<50",1.18,10030,30090,2433.3455,29200.146,725000,0.0402760634482759,4.02760634482759,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,4,2,12.2280015974324
NA,9,"DW18004767MR",469,"INC","S","1007  W Phillips BLVD ","POMONA",NA,"2.00 (0 0 0 0)",1658,"$301.57",500000,495000,"$0.00","7,986",1944,8,2,2018-02-23,34.0440095,-117.7608186,NA,2,1590.42,3180.84,3021.798,36261.576,"<50",1.18,10030,20060,1350.13133333333,16201.576,495000,0.0327304565656566,3.27304565656566,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,2,1,13.6508131913516
NA,27,"DW18030914MR",1543,"INC","S","528   Lynn Haven ST #2","ONTARIO",NA,"2.00 (0 0 0 0)",1710,"$260.23",445000,445000,"$0.00","6,240",1923,63,2,2018-05-09,34.0660444,-117.645332,NA,2,1567.95,3135.9,2979.105,35749.26,"<50",1.18,10030,20060,1307.43833333333,15689.26,445000,0.0352567640449438,3.52567640449438,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,5,2,12.4478101085169
NA,20,"DW18269849MR",469,"INC","S","2535   Yorkshire WAY ","POMONA",NA,"6.00 (0 0 0 0)",3756,"$207.67",780000,724000,"","9,002",1964,84,3,2019-03-22,34.0914371,-117.7380943,NA,3,1704.2,5112.6,4856.97,58283.64,"<50",1.18,10030,30090,2349.47,28193.64,724000,0.0389414917127072,3.89414917127072,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2019,3,1,12.4220107048908
NA,1,"DW18293779MR",1543,"INC","S","738  W Carlton ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1680,"$230.95",388000,373000,"","13,100",1947,2,2,2019-01-25,34.0547277,-117.661663,NA,2,1581.43,3162.86,3004.717,36056.604,"<50",1.18,10030,20060,1333.05033333333,15996.604,373000,0.0428863378016086,4.28863378016086,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,1,1,10.3448455656001
NA,43,"DW19147562MR",1795,"INC","S","1295  N Tulare WAY ","UPLAND",NA,"5.00 (0 0 0 0)",2304,"$290.36",669000,685000,"","10,472",1957,6,2,2019-08-01,34.1104394,-117.6577532,NA,2,1739.78,3479.56,3305.582,39666.984,"<50",1.18,10030,20060,1633.91533333333,19606.984,685000,0.0286233343065693,2.86233343065693,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2019,8,3,17.2687694128699
NA,44,"DW19161594MR",469,"INC","S","1758   American AVE ","POMONA",NA,"3.00 (0 0 0 0)",1780,"$320.22",570000,595000,"","8,506",1948,32,2,2019-09-27,34.079447,-117.7159859,NA,2,1597.77,3195.54,3035.763,36429.156,"<50",1.18,10030,20060,1364.09633333333,16369.156,595000,0.0275111865546219,2.75111865546219,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,9,3,16.3330712355784
NA,4,"DW19250694MR",1543,"INC","S","809  E 6th ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1507,"$376.91",568000,570000,"","26,757",1936,3,2,2020-01-18,NA,NA,NA,2,1560.27,3120.54,2964.513,35574.156,"<50",1.18,10030,20060,1292.84633333333,15514.156,570000,0.0272178175438597,2.72178175438597,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,1,1,16.0228678369769
NA,8,"DW20016292MR",1543,"INC","S","10785   Vernon AVE ","ONTARIO",NA,"2.00 (0 0 0 0)",1374,"$345.71",475000,480000,"","17,700",1955,10,2,2020-03-20,NA,NA,NA,2,1551.97,3103.94,2948.743,35384.916,"<50",1.18,10030,20060,1277.07633333333,15324.916,480000,0.0319269083333333,3.19269083333333,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2020,3,1,13.5651021469148
NA,28,"DW20066478MR",1455,"INC","S","9473   Mills AVE ","MONTCLAIR",NA,"4.00 (0 0 0 0)",3592,"$235.24",845000,860000,"$0.00","9,660",1962,51,4,2020-06-30,34.0825479,-117.7095721,NA,4,1655.49,6621.96,6290.862,75490.344,"<50",1.18,10030,40120,2947.52866666667,35370.344,860000,0.0411283069767442,4.11283069767442,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2020,6,2,11.3921854694423
NA,6,"DW20207638MR",469,"INC","S","2446   Angela ST ","POMONA",NA,"5.00 (0 0 0 0)",3818,"$201.68",770000,770000,"","7,177",1963,2,4,2021-01-14,34.0278719,-117.7463302,NA,4,1849.67,7398.68,7028.746,84344.952,"<50",1.18,10030,40120,3685.41266666667,44224.952,770000,0.0574350025974026,5.74350025974026,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",5,2021,1,1,9.12917704903075
NA,2,"DW20252528MR",469,"INC","S","1041  W 3rd ST ","POMONA",2,"2.00 (2 0 0 0)",1148,"$378.92",435000,450000,"$0.00","6,783",1913,21,NA,2021-03-23,34.0567122,-117.7619444,NA,1,1904.05,1904.05,1808.8475,21706.17,"<50",1.18,10030,10030,973.014166666666,11676.17,450000,0.0259470444444444,2.59470444444444,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,3,1,20.7314325834544
NA,30,"EV18143399MR",1455,"INC","S","4831   Kingsley ST ","MONTCLAIR",NA,"2.00 (0 0 0 0)",1750,"$300",525000,510000,"$0.00","7,200",1960,32,2,2018-08-28,34.0666917,-117.69979,NA,2,1555.26,3110.52,2954.994,35459.928,"<50",1.18,10030,20060,1283.32733333333,15399.928,510000,0.030195937254902,3.0195937254902,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,8,3,14.3824319101832
NA,11,"EV19008638MR",1543,"INC","S","326  N Begonia AVE ","ONTARIO",NA,"2.00 (0 0 0 0)",4464,"$179.21",800000,770000,"","7,995",1964,145,4,2019-07-31,34.0663558,-117.6712127,NA,4,1684.09,6736.36,6399.542,76794.504,"<50",1.18,10030,40120,3056.20866666667,36674.504,770000,0.047629225974026,4.7629225974026,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2019,7,3,10.0267592066224
NA,6,"EV19008793MR",1455,"INC","S","4792   Canoga ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)",4288,"$186.57",800000,775000,"","7,642",1964,97,4,2019-05-31,34.0659767,-117.7006432,NA,4,1675.04,6700.16,6365.152,76381.824,"<50",1.18,10030,40120,3021.81866666667,36261.824,775000,0.0467894503225806,4.67894503225806,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",4,2019,5,2,10.1463929429075
NA,37,"EV19057174MR",1795,"INC","S","456  N 2nd AVE ","UPLAND",NA,"3.00 (0 0 0 0)",2159,"$259.15",559500,540000,"$0.00","7,500",1900,49,2,2019-06-26,34.0991751,-117.6483348,NA,2,1661.69,3323.38,3157.211,37886.532,"<50",1.18,10030,20060,1485.54433333333,17826.532,540000,0.0330120962962963,3.30120962962963,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2019,6,2,14.2530860306771
NA,3,"EV19138576MR",1795,"INC","S","121   Wiseman WAY ","UPLAND",NA,"6.00 (0 0 0 0)",4109,"$267.71",1100000,1055000,"$0.00","11,933",1985,20,4,2019-08-29,34.0953944,-117.6555834,NA,4,1911.08,7644.32,7262.104,87145.248,"<50",1.18,10030,40120,3918.77066666667,47025.248,1055000,0.0445736947867299,4.45736947867299,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",6,2019,8,3,12.1062252298599
NA,24,"EV19247790MR",469,"INC","S","2412   Angela ST ","POMONA",NA,"7.00 (0 0 0 0)",3970,"$195.21",775000,775000,"","7,177",1964,38,4,2020-01-23,34.0271104,-117.7459199,NA,4,1738.05,6952.2,6604.59,79255.08,"<50",1.18,10030,40120,3261.25666666667,39135.08,775000,0.0504968774193548,5.04968774193548,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",7,2020,1,1,9.77855299622435
NA,2,"EV21017636MR",1543,"INC","S","530  S Euclid AVE ","ONTARIO",NA,"2.00 (0 0 0 0)",1748,"$340.39",595000,605000,"","6,345",1912,8,2,2021-04-05,34.0586031,-117.6512604,NA,2,1834.17,3668.34,3484.923,41819.076,"<50",1.18,10030,20060,1813.25633333333,21759.076,605000,0.0359654148760331,3.59654148760331,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2021,4,2,14.4670819603953
NA,27,"EV21047788MR",1795,"INC","S","263  S 3rd AVE ","UPLAND",NA,"3.00 (0 0 0 0)",1850,"$350.81",649000,700000,"","6,961",1955,1,3,2021-03-27,34.0913612,-117.6474533,NA,3,1741.66,5224.98,4963.731,59564.772,"<50",1.18,10030,30090,2456.231,29474.772,700000,0.0421068171428571,4.21068171428571,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",3,2021,3,1,11.7519126909442
NA,9,"IG18017832MR",1543,"INC","S","405  E Belmont ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1548,"$310.08",480000,452000,"","6,200",1989,3,2,2018-03-27,34.0515445,-117.6471271,NA,2,1823.66,3647.32,3464.954,41579.448,"<50",1.18,10030,20060,1793.28733333333,21519.448,452000,0.0476093982300885,4.76093982300885,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,3,1,10.8707551865527
NA,11,"IG18019209MR",1543,"INC","S","412  E Carlton ST ","ONTARIO",NA,"2.00 (0 0 0 0)",1904,"$231.09",440000,448000,"$0.00","7,296",1988,8,2,2018-03-15,34.0546218,-117.6470766,NA,2,1815.37,3630.74,3449.203,41390.436,"<50",1.18,10030,20060,1777.53633333333,21330.436,448000,0.0476125803571428,4.76125803571428,0.05,8500,"IE metro per-unit OPEX baseline with size scaling; no city adjustment.",2,2018,3,1,10.823756483261
